Season,Round,Date,Time,Home_Team,Away_Team,FT_Home_Goals,FT_Away_Goals,HT_Home_Goals,HT_Away_Goals,Total_Goals,HST,AST,HC,AC,HR,AR,AH_Result,OU_Result,Home_Elo,Away_Elo,Elo_Diff,Home_Avg_GS,Home_Avg_GA,Home_Avg_ST,Home_Avg_Corners,Away_Avg_GS,Away_Avg_GA,Away_Avg_ST,Away_Avg_Corners,Home_GS_AtHome,Home_GA_AtHome,Away_GS_AtAway,Away_GA_AtAway,Home_Attack_Eff,Home_Defense_Pressure,Away_Attack_Eff,Away_Defense_Pressure,Home_Days_Rest,Away_Days_Rest,Rest_Diff,H2H_Home_WinRate,H2H_Avg_Goals,Attack_Diff,Defense_Diff,Form_Diff
2019-2020,28,2020-02-29,15:00,伯恩茅斯,切尔西,2,2,0,1,4,5,6,4,14,0,0,1,1,1423.5139009900022,1560.2362022711952,-136.72230128119304,1.2,2.0,3.2,3.6,1.2,1.6,4.6,9.0,1.2,1.4,1.4,1.0,0.3666666666666666,0.2916666666666666,0.2404761904761904,0.6,7.0,7.0,0.0,0.6666666666666666,2.333333333333333,0.0,-0.3999999999999999,-0.3999999999999999
2019-2020,28,2020-02-29,15:00,西汉姆联,南安普敦,3,1,2,1,4,7,2,4,9,0,0,1,1,1442.0099705826478,1468.6689172020135,-26.658946619365903,1.2,2.8,3.2,4.8,1.4,1.8,5.2,6.6,1.8,1.6,1.8,1.2,0.375,0.4228571428571427,0.2911111111111111,0.3819444444444444,5.0,7.0,-2.0,1.0,2.333333333333333,-0.1999999999999999,-0.9999999999999998,-1.1999999999999995
2019-2020,28,2020-02-29,12:30,布莱顿,水晶宫,0,1,0,0,1,8,3,8,7,0,0,-1,-1,1435.4459197562558,1486.8752751458414,-51.42935538958568,1.4,1.8,4.4,4.6,0.8,1.6,3.4,4.8,1.0,0.8,1.0,1.6,0.375,0.5166666666666667,0.3194444444444444,0.275,7.0,7.0,0.0,0.8333333333333334,3.0,0.5999999999999999,-0.1999999999999999,0.3999999999999999
2019-2020,28,2020-02-29,15:00,纽卡斯尔联,伯恩利,0,0,0,0,0,4,1,11,7,0,0,0,-1,1485.213029212442,1478.8728599465603,6.340169265881741,0.8,1.4,2.4,4.2,1.8,0.4,5.0,4.2,0.6,1.0,1.0,1.0,0.5,0.2142857142857142,0.4066666666666666,0.125,13.0,7.0,6.0,0.6666666666666666,2.0,-1.0,-1.0,-2.0
2019-2020,28,2020-03-01,14:00,埃弗顿,曼彻斯特联,1,1,1,1,2,5,5,13,8,0,0,0,-1,1506.613240105107,1552.8928656447958,-46.27962553968882,1.8,1.4,6.0,4.2,1.0,0.8,5.6,5.0,1.4,0.6,0.8,1.2,0.305,0.55,0.2,0.2799999999999999,7.0,7.0,0.0,0.5,3.0,0.8,-0.5999999999999999,0.2000000000000001
2019-2020,28,2020-03-01,14:00,托特纳姆热刺,狼队,2,3,2,1,5,5,4,4,5,0,0,-1,1,1547.2141814019687,1543.2405867802524,3.973594621716302,1.6,1.0,4.8,4.8,1.4,0.8,3.8,4.4,1.2,1.0,1.2,1.2,0.3933333333333333,0.2571428571428571,0.3166666666666666,0.1466666666666666,8.0,7.0,1.0,0.6666666666666666,4.0,0.2000000000000001,-0.1999999999999999,2.220446049250313e-16
2019-2020,29,2020-03-07,15:00,阿森纳,西汉姆联,1,0,0,0,1,2,6,6,7,0,0,0,-1,1545.0199010826386,1449.92985073328,95.09005034935852,2.0,0.6,4.6,5.2,1.6,2.2,4.2,4.0,2.2,1.0,0.8,2.4,0.3976190476190476,0.1466666666666666,0.3571428571428571,0.4228571428571429,13.0,7.0,6.0,0.6666666666666666,3.0,0.3999999999999999,1.6,2.0
2019-2020,29,2020-03-07,12:30,利物浦,伯恩茅斯,2,1,2,1,3,6,4,9,4,0,0,-1,-1,1775.01936563137,1424.5669353794651,350.45243025190484,2.0,1.0,5.6,8.2,1.6,1.8,4.0,3.4,2.4,0.4,0.4,2.2,0.2879365079365079,0.22,0.4466666666666666,0.2583333333333333,7.0,7.0,0.0,1.0,3.333333333333333,0.3999999999999999,0.8,1.2
2019-2020,29,2020-03-07,15:00,谢菲尔德联队,诺维奇,1,0,1,0,1,4,5,10,5,0,0,1,-1,1532.7326668154658,1433.4069308235323,99.32573599193348,1.0,0.8,3.2,7.2,0.4,1.2,3.4,4.8,1.0,0.8,0.2,2.0,0.2666666666666666,0.2733333333333333,0.1333333333333333,0.2666666666666666,14.0,8.0,6.0,1.0,3.0,0.6,0.3999999999999999,1.0
2019-2020,29,2020-03-07,15:00,水晶宫,沃特福德,1,0,1,0,1,3,4,8,8,0,0,1,-1,1498.2642142635823,1453.4155681984405,44.84864606514179,0.6,1.2,3.4,5.8,1.4,1.8,2.6,3.4,0.8,1.0,1.2,1.4,0.2361111111111111,0.2083333333333333,0.52,0.3666666666666666,7.0,7.0,0.0,0.1666666666666666,2.0,-0.7999999999999999,0.6000000000000001,-0.1999999999999998
2019-2020,29,2020-03-07,15:00,南安普敦,纽卡斯尔联,0,1,0,0,1,3,7,5,8,1,0,-1,-1,1460.7490370513815,1482.2444383186175,-21.495401267236048,1.2,1.8,4.6,8.2,0.6,1.2,3.0,6.0,1.4,1.2,0.8,2.4,0.311111111111111,0.3015873015873015,0.3,0.1642857142857142,7.0,7.0,0.0,0.1666666666666666,2.333333333333333,0.6,-0.6000000000000001,-1.1102230246251563e-16
2019-2020,29,2020-03-07,15:00,狼队,布莱顿,0,0,0,0,0,1,1,2,0,0,0,-1,-1,1556.1469399935525,1424.056980638515,132.08995935503754,1.4,0.8,3.8,4.8,1.2,1.8,5.2,5.4,1.6,1.0,1.2,2.0,0.3166666666666666,0.1466666666666666,0.325,0.5333333333333334,6.0,7.0,-1.0,0.3333333333333333,1.6666666666666667,0.1999999999999999,1.0,1.2
2019-2020,29,2020-03-07,17:30,伯恩利,托特纳姆热刺,1,1,1,0,2,8,2,3,5,0,0,0,-1,1481.8414508403848,1534.3078281886687,-52.46637734828391,1.4,0.2,4.2,4.8,2.0,1.6,4.8,5.0,1.2,1.0,1.2,1.4,0.3266666666666666,0.1,0.4733333333333333,0.4071428571428571,7.0,6.0,1.0,0.3333333333333333,3.0,-0.6000000000000001,1.4,0.8
2019-2020,29,2020-03-08,16:30,曼彻斯特联,曼彻斯特城,2,0,1,0,2,6,2,2,11,0,0,1,-1,1554.426857249419,1717.4007592697149,-162.97390202029578,1.2,0.6,5.8,5.6,2.4,0.6,7.4,8.8,2.2,0.6,3.0,0.4,0.24,0.24,0.2923809523809523,0.4166666666666666,7.0,15.0,-8.0,0.3333333333333333,3.0,-1.2,0.0,-1.1999999999999995
2019-2020,29,2020-03-08,14:00,切尔西,埃弗顿,4,0,2,0,4,11,1,6,1,0,0,1,1,1559.1831678817323,1505.0792485004838,54.10391938124849,1.6,1.8,5.0,9.8,1.8,1.6,5.8,6.0,1.4,1.4,1.4,1.6,0.3071428571428571,0.58,0.3116666666666666,0.5900000000000001,8.0,7.0,1.0,0.1666666666666666,2.0,-0.1999999999999999,-0.1999999999999999,-0.3999999999999999
2019-2020,29,2020-03-09,20:00,莱斯特城,阿斯顿维拉,4,0,1,0,4,7,1,9,0,0,0,1,1,1537.9619692008175,1445.3169354009342,92.64503379988332,1.4,1.4,5.4,5.2,1.2,1.8,3.8,7.4,1.4,2.0,0.8,1.8,0.225,0.3752380952380952,0.27,0.3211111111111111,10.0,16.0,-6.0,1.0,5.0,0.1999999999999999,0.4000000000000001,0.6000000000000001
2019-2020,28,2020-06-17,17:00,阿斯顿维拉,谢菲尔德联队,0,0,0,0,0,6,1,12,4,0,0,1,-1,1440.355616308652,1537.5519120333872,-97.19629572473514,1.0,2.4,3.2,6.4,1.0,0.6,3.4,8.0,1.4,2.6,0.6,1.0,0.22,0.3853968253968254,0.25,0.24,100.0,102.0,-2.0,0.0,2.0,0.0,-1.7999999999999998,-1.7999999999999998
2019-2020,30,2020-06-19,17:00,诺维奇,南安普敦,0,3,0,0,3,1,9,9,7,0,0,-1,1,1428.587685605611,1448.5271776201562,-19.93949201454529,0.2,1.0,4.0,5.2,0.8,2.0,4.0,7.6,1.0,0.8,1.4,1.6,0.0333333333333333,0.1833333333333333,0.2444444444444444,0.2698412698412698,104.0,104.0,0.0,0.0,3.0,-0.6000000000000001,1.0,0.3999999999999999
2019-2020,30,2020-06-19,19:15,托特纳姆热刺,曼彻斯特联,1,1,1,0,2,3,6,7,6,0,0,1,-1,1535.667483172942,1566.2198003089063,-30.552317135964586,1.8,1.6,4.6,4.6,1.6,0.2,5.6,5.0,1.6,1.2,1.0,1.0,0.4399999999999999,0.3321428571428571,0.3066666666666666,0.04,104.0,103.0,1.0,0.3333333333333333,2.333333333333333,0.1999999999999999,-1.4,-1.2000000000000002
2019-2020,30,2020-06-20,11:30,沃特福德,莱斯特城,1,1,0,0,2,4,2,2,7,0,0,1,-1,1447.3587914499624,1542.9232882930996,-95.56449684313723,1.2,1.6,3.0,4.4,2.0,1.0,5.2,6.0,2.0,0.8,1.4,1.4,0.42,0.3533333333333333,0.3142857142857143,0.2952380952380952,105.0,103.0,2.0,0.5,2.5,-0.8,-0.6000000000000001,-1.4
2019-2020,30,2020-06-20,14:00,布莱顿,阿森纳,2,1,0,0,3,5,6,10,7,0,0,1,1,1429.8936648122644,1549.9288998982415,-120.03523508597708,1.0,1.2,3.8,3.8,1.8,0.6,4.2,6.2,1.0,0.8,1.2,0.8,0.3,0.3333333333333333,0.3976190476190476,0.1466666666666666,105.0,105.0,0.0,0.6666666666666666,2.333333333333333,-0.8,-0.6,-1.4
2019-2020,30,2020-06-20,18:45,伯恩茅斯,水晶宫,0,2,0,2,2,1,2,11,4,0,0,-1,-1,1423.175145942482,1504.3209910120604,-81.1458450695784,1.2,2.0,4.2,3.2,0.8,0.8,4.0,7.4,1.6,1.6,1.2,1.4,0.2966666666666667,0.2999999999999999,0.2555555555555555,0.1416666666666666,105.0,105.0,0.0,0.3333333333333333,4.0,0.3999999999999999,-1.2,-0.8
2019-2020,30,2020-06-20,16:30,西汉姆联,狼队,0,2,0,0,2,2,6,5,7,0,0,-1,-1,1445.0208519176772,1550.310255819803,-105.28940390212574,1.6,2.0,4.6,4.8,1.2,0.4,3.4,4.8,2.2,1.4,1.4,1.4,0.3571428571428571,0.4428571428571429,0.25,0.08,105.0,105.0,0.0,0.0,2.0,0.4000000000000001,-1.6,-1.1999999999999995
2019-2020,30,2020-06-21,15:15,阿斯顿维拉,切尔西,1,2,1,0,3,4,5,2,10,0,0,1,1,1440.2749209644098,1565.0173678297394,-124.7424468653296,0.6,2.2,3.4,7.6,2.0,1.4,5.6,7.6,1.2,2.0,1.4,1.4,0.1399999999999999,0.2853968253968253,0.3298701298701298,0.38,4.0,105.0,-101.0,0.0,3.0,-1.4,-0.8000000000000003,-2.2
2019-2020,30,2020-06-21,18:00,埃弗顿,利物浦,0,0,0,0,0,3,3,1,6,0,0,1,-1,1499.2450485524766,1776.411155068353,-277.16610651587644,1.6,2.2,5.4,5.4,2.0,1.2,5.8,8.6,1.6,0.8,1.2,0.8,0.2449999999999999,0.5627272727272727,0.2746031746031745,0.27,105.0,106.0,-1.0,0.1666666666666666,2.6666666666666665,-0.3999999999999999,-1.0000000000000002,-1.4
2019-2020,30,2020-06-22,19:00,曼彻斯特城,伯恩利,5,0,3,0,5,7,0,3,1,0,0,1,1,1708.6122318754765,1480.4817958561116,228.13043601936488,1.4,0.4,6.6,8.4,1.2,0.4,5.4,5.0,2.2,0.6,0.8,1.0,0.1757142857142857,0.1111111111111111,0.1516666666666666,0.2,5.0,107.0,-102.0,1.0,3.6666666666666665,0.1999999999999999,0.0,0.1999999999999999
2019-2020,31,2020-06-23,17:00,莱斯特城,布莱顿,0,0,0,0,0,2,2,6,7,0,0,-1,-1,1543.0509454010555,1440.4696868783524,102.58125852270314,1.4,1.0,4.0,6.0,0.8,0.8,3.6,4.6,2.2,1.2,1.0,1.6,0.3142857142857143,0.2452380952380952,0.2799999999999999,0.2666666666666666,3.0,3.0,0.0,1.0,2.5,0.5999999999999999,-0.1999999999999999,0.3999999999999999
2019-2020,31,2020-06-23,19:15,托特纳姆热刺,西汉姆联,2,0,0,0,2,4,2,9,4,0,0,1,-1,1533.6948207872513,1435.1730814391046,98.52173934814664,1.6,1.8,4.6,5.6,1.0,1.8,3.8,5.0,1.4,1.2,0.6,2.2,0.3733333333333333,0.3654761904761904,0.2321428571428571,0.4095238095238095,4.0,3.0,1.0,0.6666666666666666,2.333333333333333,0.6000000000000001,0.0,0.6000000000000001
2019-2020,31,2020-06-24,17:00,纽卡斯尔联,阿斯顿维拉,1,1,0,0,2,3,2,6,9,0,0,-1,-1,1501.8124172030464,1430.985864386422,70.82655281662437,0.8,0.8,5.2,7.0,0.6,2.2,3.2,6.4,0.8,0.6,0.8,2.0,0.1035714285714285,0.1142857142857142,0.15,0.2987301587301587,3.0,3.0,0.0,0.0,2.0,0.2,1.4,1.6
2019-2020,31,2020-06-24,19:15,利物浦,水晶宫,4,0,2,0,4,7,0,6,0,0,0,1,1,1771.7122871140962,1514.8631251467525,256.84916196734366,1.2,1.2,4.6,8.6,1.2,0.6,3.8,6.4,2.6,0.6,1.4,1.2,0.1857142857142857,0.27,0.4555555555555555,0.075,3.0,4.0,-1.0,1.0,4.0,0.0,-0.6,-0.6
2019-2020,31,2020-06-24,17:00,诺维奇,埃弗顿,0,1,0,0,1,1,5,6,5,0,0,-1,-1,1416.3232968753066,1503.9439165067336,-87.62061963142696,0.2,1.6,3.4,4.6,1.2,1.8,4.4,4.4,0.6,1.0,1.2,2.2,0.0333333333333333,0.25,0.195,0.3627272727272727,5.0,3.0,2.0,1.0,2.0,-1.0,0.1999999999999999,-0.8
2019-2020,31,2020-06-24,17:00,曼彻斯特联,谢菲尔德联队,3,0,2,0,3,6,1,10,5,0,0,1,1,1568.1924626945972,1537.6326073776297,30.55985531696774,1.8,0.4,5.8,5.4,1.0,0.4,3.4,7.8,1.8,0.4,0.4,1.0,0.3399999999999999,0.1066666666666666,0.25,0.2,5.0,7.0,-2.0,0.5,6.0,0.8,0.0,0.7999999999999999
2019-2020,31,2020-06-24,17:00,狼队,伯恩茅斯,1,0,0,0,1,2,0,6,4,0,0,0,-1,1560.1580262983755,1412.63301180779,147.5250144905856,1.6,0.4,4.0,5.0,0.8,2.2,3.2,5.2,1.0,0.6,0.4,2.6,0.3166666666666666,0.08,0.2299999999999999,0.4599999999999999,4.0,4.0,0.0,0.8333333333333334,2.333333333333333,0.8,1.8000000000000005,2.6000000000000005
2019-2020,31,2020-06-25,17:00,伯恩利,沃特福德,1,0,0,0,1,5,4,1,7,0,0,1,-1,1477.8543299853966,1447.2311343420065,30.62319564339009,1.2,1.4,5.0,4.2,1.0,1.2,3.4,4.0,1.4,0.8,1.0,1.4,0.1895833333333333,0.3428571428571428,0.27,0.3333333333333333,3.0,5.0,-2.0,0.5,2.333333333333333,0.1999999999999999,-0.1999999999999999,0.0
2019-2020,31,2020-06-25,17:00,南安普敦,阿森纳,0,2,0,1,2,3,5,4,6,1,0,-1,-1,1460.7915663504605,1539.3528778321536,-78.56131148169311,1.4,1.2,5.0,6.8,1.8,0.8,4.2,6.2,1.2,1.2,1.0,0.8,0.3111111111111111,0.1809523809523809,0.3976190476190476,0.16,6.0,5.0,1.0,0.5,3.6666666666666665,-0.4000000000000001,-0.3999999999999999,-0.8
2019-2020,32,2020-06-27,11:30,阿斯顿维拉,狼队,0,1,0,0,1,1,2,2,2,0,0,-1,-1,1435.5413393471654,1564.0360160473238,-128.49467670015838,0.4,1.8,2.8,5.8,1.8,0.4,3.8,4.8,1.2,2.4,1.8,1.2,0.15,0.3053968253968254,0.4166666666666666,0.1,3.0,3.0,0.0,0.0,3.0,-1.4,-1.4,-2.8
2019-2020,32,2020-06-28,15:30,沃特福德,南安普敦,1,3,0,1,4,0,7,5,3,0,0,-1,1,1440.8231055262563,1450.1752932620695,-9.352187735813231,0.8,1.2,3.8,5.0,1.2,1.2,5.2,6.8,1.6,1.0,1.6,1.6,0.1699999999999999,0.2733333333333333,0.2111111111111111,0.1942857142857142,3.0,3.0,0.0,0.3333333333333333,2.333333333333333,-0.3999999999999999,0.0,-0.3999999999999999
2019-2020,32,2020-06-29,19:00,水晶宫,伯恩利,0,1,0,0,1,4,4,9,1,0,0,-1,-1,1512.5905291498125,1484.2623588011468,28.328170348665708,1.0,0.8,3.4,5.2,1.0,1.2,4.8,3.8,0.6,0.8,0.8,1.8,0.4444444444444444,0.1142857142857142,0.15625,0.2428571428571428,5.0,4.0,1.0,1.0,2.6666666666666665,0.0,0.3999999999999999,0.3999999999999999
2019-2020,32,2020-06-30,19:15,布莱顿,曼彻斯特联,0,3,0,2,3,2,6,4,5,0,0,-1,1,1445.718660290095,1574.6020794768451,-128.88341918675042,0.6,0.6,3.6,5.4,2.0,0.4,6.4,5.8,1.0,1.0,0.8,1.2,0.18,0.1666666666666666,0.3066666666666667,0.1066666666666666,7.0,6.0,1.0,0.3333333333333333,4.0,-1.4,-0.1999999999999999,-1.6
2019-2020,32,2020-07-01,17:00,伯恩茅斯,纽卡斯尔联,1,4,0,2,5,1,7,6,3,0,0,-1,1,1408.7550220588416,1497.256942242303,-88.50192018346138,0.6,2.0,2.8,5.2,1.0,1.0,4.8,6.6,1.4,1.8,1.0,2.2,0.1625,0.4933333333333333,0.1702380952380952,0.2142857142857142,7.0,7.0,0.0,0.1666666666666666,3.333333333333333,-0.4,-1.0,-1.4
2019-2020,32,2020-07-01,17:00,埃弗顿,莱斯特城,2,1,2,0,3,2,3,3,5,0,0,1,1,1514.3000730089127,1537.801971989313,-23.501898980400256,0.8,1.6,3.8,4.6,1.0,0.6,3.6,6.4,1.4,0.8,1.4,1.0,0.16,0.2627272727272727,0.2142857142857142,0.1119047619047619,7.0,8.0,-1.0,0.3333333333333333,2.333333333333333,-0.1999999999999999,-1.0,-1.2000000000000002
2019-2020,32,2020-07-01,17:00,阿森纳,诺维奇,4,0,2,0,4,8,2,6,2,0,0,1,1,1549.9691509205445,1405.9671403731274,144.00201054741706,2.2,0.8,4.8,6.0,0.2,1.6,3.4,5.4,2.2,0.6,0.2,2.0,0.4776190476190476,0.16,0.0333333333333333,0.2566666666666666,6.0,7.0,-1.0,0.5,4.0,2.0,0.8,2.8000000000000003
2019-2020,32,2020-07-01,19:15,西汉姆联,切尔西,3,2,1,1,5,4,6,2,3,0,0,1,1,1430.3368861109243,1579.258039626097,-148.9211535151726,1.0,1.8,4.2,5.6,2.4,1.0,7.8,7.6,1.4,1.8,1.4,1.4,0.1857142857142857,0.4523809523809524,0.3165367965367965,0.2966666666666667,8.0,6.0,2.0,0.5,1.0,-1.4,-0.8,-2.2
2019-2020,32,2020-07-02,19:15,曼彻斯特城,利物浦,4,0,3,0,4,6,3,3,3,0,0,1,1,1711.2396977461915,1773.9848831110362,-62.7451853648447,2.2,0.4,7.0,6.4,1.8,1.2,4.8,8.4,2.8,0.6,1.0,0.8,0.2785714285714286,0.1666666666666666,0.2666666666666666,0.3375,10.0,8.0,2.0,0.5,2.333333333333333,0.4000000000000001,0.7999999999999999,1.2000000000000002
2019-2020,32,2020-07-02,17:00,谢菲尔德联队,托特纳姆热刺,3,1,1,0,4,5,2,1,6,0,0,1,1,1531.2229905953814,1538.5310161154316,-7.308025520050251,0.8,1.0,3.0,7.8,1.4,1.4,3.4,6.0,1.0,0.6,1.0,1.2,0.1833333333333333,0.3,0.4133333333333333,0.2654761904761905,8.0,9.0,-1.0,0.5,2.0,-0.5999999999999999,0.3999999999999999,-0.1999999999999999
2019-2020,33,2020-07-04,19:00,切尔西,沃特福德,3,0,2,0,3,9,3,5,3,0,0,1,1,1567.8592080622902,1428.2716838589045,139.58752420338578,2.4,1.4,7.6,7.6,1.0,1.2,3.4,5.0,2.0,1.2,0.4,1.6,0.326060606060606,0.38,0.2125,0.2923809523809523,3.0,6.0,-3.0,1.0,3.0,1.4,-0.1999999999999999,1.2
2019-2020,33,2020-07-04,11:30,诺维奇,布莱顿,0,1,0,1,1,1,2,0,2,0,0,-1,-1,1402.025360405732,1436.5480820553273,-34.52272164959527,0.2,1.8,3.0,5.6,0.4,1.0,3.6,5.8,0.4,1.0,1.0,1.4,0.0333333333333333,0.2566666666666666,0.08,0.2,3.0,4.0,-1.0,0.0,2.0,-0.2,-0.8,-1.0
2019-2020,33,2020-07-04,14:00,曼彻斯特联,伯恩茅斯,5,2,3,1,7,10,3,8,3,0,0,1,1,1583.772657711613,1398.4242014841868,185.3484562274261,2.0,0.4,5.8,6.2,0.8,2.2,2.2,5.8,1.6,0.4,0.4,2.4,0.3399999999999999,0.1066666666666666,0.4125,0.5476190476190477,4.0,3.0,1.0,0.6666666666666666,3.0,1.2,1.8000000000000005,3.0
2019-2020,33,2020-07-04,14:00,莱斯特城,水晶宫,3,0,0,0,3,4,1,3,7,0,0,1,1,1529.96886085112,1499.0562273651983,30.91263348592156,1.2,0.8,3.6,6.8,0.8,1.0,2.4,5.6,2.0,0.8,1.2,1.8,0.2809523809523809,0.2833333333333333,0.4166666666666666,0.1642857142857142,3.0,5.0,-2.0,0.3333333333333333,2.6666666666666665,0.3999999999999999,0.1999999999999999,0.5999999999999999
2019-2020,33,2020-07-04,16:30,狼队,阿森纳,0,2,0,1,2,1,5,3,5,0,0,-1,-1,1573.2177072439288,1553.91093088794,19.30677635598886,1.4,0.4,3.0,4.4,2.2,0.8,5.0,6.2,1.0,0.4,0.8,0.6,0.4166666666666666,0.1,0.4633333333333334,0.16,7.0,3.0,4.0,0.6666666666666666,2.6666666666666665,-0.8000000000000003,0.4,-0.4000000000000002
2019-2020,33,2020-07-05,18:00,南安普敦,曼彻斯特城,1,0,1,0,1,4,6,2,13,0,0,1,-1,1462.7267149294214,1720.1715088060132,-257.4447938765918,1.4,1.4,4.8,5.6,2.6,0.4,6.8,5.8,1.0,1.6,2.2,0.6,0.2523809523809524,0.2428571428571428,0.3547619047619047,0.1111111111111111,7.0,3.0,4.0,0.0,4.666666666666667,-1.2000000000000002,-1.0,-2.2
2019-2020,33,2020-07-05,15:30,利物浦,阿斯顿维拉,2,0,0,0,2,4,3,7,5,0,0,0,-1,1765.0530720512145,1426.3596481505604,338.6934239006541,1.2,1.6,4.0,5.8,0.4,1.6,2.8,5.0,3.0,0.6,0.6,2.0,0.1809523809523809,0.3791666666666666,0.15,0.3609523809523809,3.0,8.0,-5.0,1.0,3.0,0.7999999999999999,0.0,0.8
2019-2020,33,2020-07-05,13:15,纽卡斯尔联,西汉姆联,2,2,1,1,4,4,7,6,4,0,0,0,1,1507.5877628169578,1441.735717674731,65.85204514222687,1.8,0.4,5.8,6.0,1.2,1.6,4.2,4.4,1.0,0.2,0.6,2.4,0.2845238095238095,0.3,0.2357142857142857,0.4333333333333333,4.0,4.0,0.0,0.3333333333333333,3.333333333333333,0.6000000000000001,1.2000000000000002,1.8
2019-2020,33,2020-07-05,11:00,伯恩利,谢菲尔德联队,1,1,1,0,2,4,3,3,9,0,0,0,0,1497.796660585761,1538.6166463502177,-40.81998576445676,0.6,1.2,3.6,2.6,1.0,1.0,2.8,6.4,1.4,0.4,0.4,1.2,0.14375,0.2428571428571428,0.2366666666666666,0.3,6.0,3.0,3.0,0.0,3.0,-0.4,-0.1999999999999999,-0.6
2019-2020,33,2020-07-06,19:00,托特纳姆热刺,埃弗顿,1,0,1,0,1,2,3,5,6,0,0,1,-1,1531.1373603605953,1522.1331841471058,9.004176213489473,1.4,1.6,3.2,6.2,0.8,1.2,3.2,4.6,1.8,1.0,1.0,2.0,0.4466666666666666,0.3283333333333333,0.2799999999999999,0.1793939393939393,4.0,5.0,-1.0,0.75,6.0,0.5999999999999999,-0.4000000000000001,0.1999999999999997
2019-2020,34,2020-07-07,19:15,阿森纳,莱斯特城,1,1,1,0,2,7,5,10,1,1,0,-1,-1,1567.2159579964398,1536.3696359954702,30.84632200096962,2.0,0.4,5.2,6.0,1.8,0.6,3.6,6.0,2.6,0.6,1.2,1.2,0.3933333333333333,0.08,0.4309523809523809,0.25,3.0,3.0,0.0,0.5,3.0,0.1999999999999999,0.1999999999999999,0.3999999999999999
2019-2020,34,2020-07-07,17:00,水晶宫,切尔西,2,3,1,2,5,4,6,7,9,0,0,1,1,1492.655452220848,1571.882033367074,-79.22658114622595,0.6,1.6,2.0,5.6,2.6,1.0,8.2,5.8,0.4,0.8,1.6,1.8,0.3333333333333333,0.3142857142857143,0.326060606060606,0.3,3.0,3.0,0.0,0.0,2.333333333333333,-2.0,-0.6000000000000001,-2.6
2019-2020,34,2020-07-08,17:00,西汉姆联,伯恩利,0,1,0,1,1,5,4,10,3,0,0,-1,-1,1446.176990492937,1496.1096072091295,-49.93261671619257,1.0,1.8,4.2,4.4,0.8,1.4,4.2,1.8,1.8,2.0,1.0,1.2,0.2071428571428571,0.4333333333333333,0.20625,0.3095238095238095,3.0,3.0,0.0,0.3333333333333333,3.6666666666666665,0.1999999999999999,-0.4000000000000001,-0.2000000000000001
2019-2020,34,2020-07-08,19:15,布莱顿,利物浦,1,3,1,2,4,2,8,6,10,0,0,-1,1,1448.4106706526072,1766.5351109661058,-318.1244403134985,0.6,0.8,2.4,4.6,1.6,1.0,4.6,6.2,0.8,1.4,0.6,1.4,0.18,0.1333333333333333,0.2809523809523809,0.2291666666666666,4.0,3.0,1.0,0.0,1.6666666666666667,-1.0,0.1999999999999999,-0.8000000000000002
2019-2020,34,2020-07-08,17:00,曼彻斯特城,纽卡斯尔联,5,0,2,0,5,9,1,8,1,0,0,1,1,1705.9265573276296,1503.1464899987518,202.7800673288777,2.4,0.6,6.6,7.0,2.2,0.8,5.8,5.0,3.2,0.4,1.6,1.6,0.3261904761904762,0.1944444444444444,0.3845238095238095,0.3571428571428571,3.0,3.0,0.0,0.5,3.333333333333333,0.1999999999999997,0.2,0.3999999999999997
2019-2020,34,2020-07-08,17:00,谢菲尔德联队,狼队,1,0,0,0,1,3,1,6,1,0,0,1,-1,1540.3036997268491,1559.912680135429,-19.608980408579782,1.0,1.0,2.8,5.8,0.8,0.4,2.4,4.0,1.4,0.8,1.8,0.8,0.2366666666666666,0.25,0.2666666666666666,0.1,3.0,4.0,-1.0,0.5,2.0,0.1999999999999999,-0.6,-0.4
2019-2020,34,2020-07-09,17:00,伯恩茅斯,托特纳姆热刺,0,0,0,0,0,2,0,8,12,0,0,1,-1,1395.1819635717184,1538.0990104580646,-142.91704688634627,0.8,2.8,1.8,5.6,1.2,1.0,2.6,6.4,1.6,2.0,1.2,1.6,0.4791666666666666,0.5809523809523809,0.4666666666666666,0.1783333333333333,5.0,3.0,2.0,0.0,5.0,-0.3999999999999999,-1.7999999999999998,-2.2
2019-2020,34,2020-07-09,17:00,埃弗顿,南安普敦,1,1,1,1,2,4,4,3,5,0,0,-1,-1,1515.1715340496364,1476.971666407805,38.19986764183136,0.6,1.2,2.8,3.2,1.4,0.8,5.2,4.2,1.6,1.0,1.8,1.6,0.24,0.2393939393939394,0.2023809523809523,0.1357142857142857,3.0,4.0,-1.0,0.6666666666666666,3.0,-0.7999999999999999,-0.3999999999999999,-1.1999999999999995
2019-2020,34,2020-07-09,19:15,阿斯顿维拉,曼彻斯特联,0,3,0,2,3,1,6,3,5,0,0,-1,0,1424.877609235669,1587.0148956240814,-162.13728638841235,0.4,1.2,3.2,6.0,2.8,0.6,6.8,6.2,1.0,1.4,1.4,0.8,0.15,0.3466666666666667,0.4,0.2,4.0,5.0,-1.0,0.5,4.0,-2.4,-0.6,-3.0
